sequence_id,sequence_length,embedding_0000,embedding_0001,embedding_0002,embedding_0003,embedding_0004,embedding_0005,embedding_0006,embedding_0007,embedding_0008,embedding_0009,embedding_0010,embedding_0011,embedding_0012,embedding_0013,embedding_0014,embedding_0015,embedding_0016,embedding_0017,embedding_0018,embedding_0019,embedding_0020,embedding_0021,embedding_0022,embedding_0023,embedding_0024,embedding_0025,embedding_0026,embedding_0027,embedding_0028,embedding_0029,embedding_0030,embedding_0031,embedding_0032,embedding_0033,embedding_0034,embedding_0035,embedding_0036,embedding_0037,embedding_0038,embedding_0039,embedding_0040,embedding_0041,embedding_0042,embedding_0043,embedding_0044,embedding_0045,embedding_0046,embedding_0047,embedding_0048,embedding_0049,embedding_0050,embedding_0051,embedding_0052,embedding_0053,embedding_0054,embedding_0055,embedding_0056,embedding_0057,embedding_0058,embedding_0059,embedding_0060,embedding_0061,embedding_0062,embedding_0063
synthetic_GC_rich_03,240,0.0,0.0,0.004201680672268907,0.0,0.004201680672268907,0.012605042016806723,0.01680672268907563,0.004201680672268907,0.004201680672268907,0.004201680672268907,0.01680672268907563,0.008403361344537815,0.0,0.004201680672268907,0.012605042016806723,0.004201680672268907,0.004201680672268907,0.01680672268907563,0.012605042016806723,0.008403361344537815,0.012605042016806723,0.05042016806722689,0.0546218487394958,0.012605042016806723,0.02100840336134454,0.06722689075630252,0.037815126050420166,0.02100840336134454,0.008403361344537815,0.004201680672268907,0.012605042016806723,0.008403361344537815,0.0,0.01680672268907563,0.008403361344537815,0.012605042016806723,0.02100840336134454,0.0546218487394958,0.06302521008403361,0.008403361344537815,0.008403361344537815,0.06722689075630252,0.13445378151260504,0.004201680672268907,0.004201680672268907,0.025210084033613446,0.012605042016806723,0.0,0.0,0.004201680672268907,0.008403361344537815,0.0,0.004201680672268907,0.012605042016806723,0.012605042016806723,0.008403361344537815,0.004201680672268907,0.012605042016806723,0.02100840336134454,0.008403361344537815,0.0,0.004201680672268907,0.008403361344537815,0.0
synthetic_GC_rich_04,240,0.0,0.0,0.004201680672268907,0.0,0.0,0.004201680672268907,0.012605042016806723,0.0,0.0,0.03361344537815126,0.012605042016806723,0.004201680672268907,0.0,0.004201680672268907,0.0,0.004201680672268907,0.0,0.008403361344537815,0.01680672268907563,0.004201680672268907,0.01680672268907563,0.08823529411764706,0.07563025210084033,0.0,0.02100840336134454,0.07563025210084033,0.07563025210084033,0.025210084033613446,0.0,0.008403361344537815,0.0,0.0,0.004201680672268907,0.008403361344537815,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.07983193277310924,0.07983193277310924,0.008403361344537815,0.02100840336134454,0.0546218487394958,0.07142857142857142,0.02100840336134454,0.008403361344537815,0.029411764705882353,0.012605042016806723,0.0,0.0,0.0,0.008403361344537815,0.0,0.004201680672268907,0.008403361344537815,0.029411764705882353,0.0,0.0,0.012605042016806723,0.004201680672268907,0.0,0.0,0.0,0.004201680672268907,0.0
synthetic_GC_rich_05,240,0.0,0.004201680672268907,0.0,0.0,0.008403361344537815,0.012605042016806723,0.008403361344537815,0.004201680672268907,0.004201680672268907,0.012605042016806723,0.01680672268907563,0.004201680672268907,0.0,0.012605042016806723,0.008403361344537815,0.0,0.004201680672268907,0.008403361344537815,0.01680672268907563,0.012605042016806723,0.008403361344537815,0.05042016806722689,0.05042016806722689,0.01680672268907563,0.02100840336134454,0.07983193277310924,0.04201680672268908,0.025210084033613446,0.004201680672268907,0.01680672268907563,0.029411764705882353,0.0,0.0,0.012605042016806723,0.01680672268907563,0.0,0.01680672268907563,0.058823529411764705,0.07983193277310924,0.02100840336134454,0.004201680672268907,0.07142857142857142,0.0546218487394958,0.008403361344537815,0.01680672268907563,0.02100840336134454,0.012605042016806723,0.0,0.0,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.029411764705882353,0.008403361344537815,0.0,0.012605042016806723,0.025210084033613446,0.012605042016806723,0.0,0.0,0.0,0.0
synthetic_GC_rich_06,240,0.004201680672268907,0.004201680672268907,0.01680672268907563,0.004201680672268907,0.02100840336134454,0.025210084033613446,0.012605042016806723,0.004201680672268907,0.008403361344537815,0.02100840336134454,0.01680672268907563,0.008403361344537815,0.0,0.008403361344537815,0.0,0.004201680672268907,0.012605042016806723,0.037815126050420166,0.025210084033613446,0.004201680672268907,0.02100840336134454,0.06722689075630252,0.05042016806722689,0.01680672268907563,0.01680672268907563,0.03361344537815126,0.0546218487394958,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.02100840336134454,0.008403361344537815,0.004201680672268907,0.029411764705882353,0.04201680672268908,0.046218487394957986,0.008403361344537815,0.008403361344537815,0.06302521008403361,0.06722689075630252,0.008403361344537815,0.0,0.02100840336134454,0.008403361344537815,0.004201680672268907,0.004201680672268907,0.0,0.004201680672268907,0.0,0.008403361344537815,0.01680672268907563,0.004201680672268907,0.012605042016806723,0.008403361344537815,0.008403361344537815,0.012605042016806723,0.008403361344537815,0.0,0.004201680672268907,0.008403361344537815,0.0
synthetic_GC_rich_07,240,0.0,0.004201680672268907,0.0,0.008403361344537815,0.0,0.008403361344537815,0.012605042016806723,0.0,0.0,0.01680672268907563,0.02100840336134454,0.008403361344537815,0.0,0.004201680672268907,0.008403361344537815,0.0,0.004201680672268907,0.004201680672268907,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.029411764705882353,0.058823529411764705,0.008403361344537815,0.03361344537815126,0.07563025210084033,0.06302521008403361,0.01680672268907563,0.0,0.012605042016806723,0.012605042016806723,0.0,0.008403361344537815,0.008403361344537815,0.029411764705882353,0.0,0.008403361344537815,0.0546218487394958,0.1092436974789916,0.008403361344537815,0.012605042016806723,0.07563025210084033,0.07142857142857142,0.02100840336134454,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.012605042016806723,0.0,0.004201680672268907,0.008403361344537815,0.0,0.004201680672268907,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.0,0.012605042016806723,0.025210084033613446,0.008403361344537815,0.004201680672268907,0.0,0.008403361344537815,0.004201680672268907
synthetic_GC_rich_08,240,0.0,0.004201680672268907,0.0,0.0,0.004201680672268907,0.02100840336134454,0.012605042016806723,0.008403361344537815,0.004201680672268907,0.029411764705882353,0.012605042016806723,0.008403361344537815,0.0,0.0,0.0,0.0,0.004201680672268907,0.025210084033613446,0.025210084033613446,0.0,0.029411764705882353,0.08403361344537816,0.05042016806722689,0.01680672268907563,0.02100840336134454,0.05042016806722689,0.06302521008403361,0.004201680672268907,0.004201680672268907,0.012605042016806723,0.02100840336134454,0.0,0.0,0.012605042016806723,0.025210084033613446,0.0,0.01680672268907563,0.06722689075630252,0.058823529411764705,0.008403361344537815,0.012605042016806723,0.058823529411764705,0.07142857142857142,0.025210084033613446,0.004201680672268907,0.012605042016806723,0.008403361344537815,0.012605042016806723,0.0,0.004201680672268907,0.004201680672268907,0.0,0.004201680672268907,0.004201680672268907,0.01680672268907563,0.004201680672268907,0.0,0.01680672268907563,0.02100840336134454,0.0,0.0,0.004201680672268907,0.008403361344537815,0.0
synthetic_Balanced_01,240,0.03361344537815126,0.02100840336134454,0.008403361344537815,0.012605042016806723,0.025210084033613446,0.025210084033613446,0.02100840336134454,0.008403361344537815,0.02100840336134454,0.01680672268907563,0.012605042016806723,0.004201680672268907,0.01680672268907563,0.025210084033613446,0.008403361344537815,0.004201680672268907,0.029411764705882353,0.01680672268907563,0.02100840336134454,0.01680672268907563,0.029411764705882353,0.02100840336134454,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.012605042016806723,0.01680672268907563,0.01680672268907563,0.02100840336134454,0.004201680672268907,0.02100840336134454,0.008403361344537815,0.03361344537815126,0.008403361344537815,0.012605042016806723,0.01680672268907563,0.01680672268907563,0.012605042016806723,0.025210084033613446,0.01680672268907563,0.02100840336134454,0.025210084033613446,0.012605042016806723,0.008403361344537815,0.0,0.02100840336134454,0.008403361344537815,0.004201680672268907,0.012605042016806723,0.01680672268907563,0.012605042016806723,0.012605042016806723,0.012605042016806723,0.012605042016806723,0.02100840336134454,0.008403361344537815,0.01680672268907563,0.02100840336134454,0.004201680672268907,0.004201680672268907,0.012605042016806723,0.01680672268907563,0.012605042016806723
synthetic_Balanced_02,240,0.01680672268907563,0.03361344537815126,0.012605042016806723,0.01680672268907563,0.01680672268907563,0.004201680672268907,0.012605042016806723,0.012605042016806723,0.008403361344537815,0.03361344537815126,0.012605042016806723,0.02100840336134454,0.02100840336134454,0.004201680672268907,0.012605042016806723,0.004201680672268907,0.012605042016806723,0.0,0.025210084033613446,0.0,0.012605042016806723,0.004201680672268907,0.012605042016806723,0.004201680672268907,0.025210084033613446,0.008403361344537815,0.02100840336134454,0.012605042016806723,0.02100840336134454,0.012605042016806723,0.02100840336134454,0.029411764705882353,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.0,0.012605042016806723,0.012605042016806723,0.04201680672268908,0.008403361344537815,0.02100840336134454,0.008403361344537815,0.029411764705882353,0.012605042016806723,0.037815126050420166,0.02100840336134454,0.008403361344537815,0.03361344537815126,0.004201680672268907,0.02100840336134454,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.029411764705882353,0.025210084033613446,0.01680672268907563,0.004201680672268907,0.025210084033613446,0.01680672268907563,0.012605042016806723,0.02100840336134454,0.008403361344537815,0.01680672268907563
synthetic_Balanced_03,240,0.01680672268907563,0.012605042016806723,0.025210084033613446,0.004201680672268907,0.008403361344537815,0.029411764705882353,0.01680672268907563,0.025210084033613446,0.04201680672268908,0.01680672268907563,0.008403361344537815,0.025210084033613446,0.012605042016806723,0.02100840336134454,0.008403361344537815,0.012605042016806723,0.008403361344537815,0.012605042016806723,0.025210084033613446,0.008403361344537815,0.01680672268907563,0.025210084033613446,0.012605042016806723,0.01680672268907563,0.02100840336134454,0.012605042016806723,0.01680672268907563,0.012605042016806723,0.02100840336134454,0.004201680672268907,0.004201680672268907,0.02100840336134454,0.008403361344537815,0.02100840336134454,0.04201680672268908,0.025210084033613446,0.025210084033613446,0.004201680672268907,0.008403361344537815,0.0,0.01680672268907563,0.008403361344537815,0.012605042016806723,0.01680672268907563,0.029411764705882353,0.012605042016806723,0.008403361344537815,0.012605042016806723,0.025210084033613446,0.03361344537815126,0.004201680672268907,0.01680672268907563,0.004201680672268907,0.012605042016806723,0.025210084033613446,0.008403361344537815,0.01680672268907563,0.0,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.012605042016806723,0.01680672268907563,0.004201680672268907
synthetic_Balanced_04,240,0.01680672268907563,0.02100840336134454,0.008403361344537815,0.01680672268907563,0.029411764705882353,0.012605042016806723,0.029411764705882353,0.03361344537815126,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.025210084033613446,0.004201680672268907,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.012605042016806723,0.046218487394957986,0.01680672268907563,0.004201680672268907,0.008403361344537815,0.025210084033613446,0.01680672268907563,0.01680672268907563,0.029411764705882353,0.02100840336134454,0.008403361344537815,0.012605042016806723,0.025210084033613446,0.02100840336134454,0.008403361344537815,0.02100840336134454,0.02100840336134454,0.01680672268907563,0.012605042016806723,0.004201680672268907,0.012605042016806723,0.02100840336134454,0.008403361344537815,0.02100840336134454,0.012605042016806723,0.012605042016806723,0.0,0.004201680672268907,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.012605042016806723,0.02100840336134454,0.02100840336134454,0.012605042016806723,0.029411764705882353,0.008403361344537815,0.01680672268907563,0.004201680672268907,0.004201680672268907,0.012605042016806723,0.012605042016806723,0.025210084033613446,0.01680672268907563,0.012605042016806723,0.012605042016806723,0.004201680672268907
synthetic_Balanced_05,240,0.012605042016806723,0.025210084033613446,0.004201680672268907,0.02100840336134454,0.012605042016806723,0.02100840336134454,0.025210084033613446,0.02100840336134454,0.02100840336134454,0.008403361344537815,0.02100840336134454,0.01680672268907563,0.029411764705882353,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.012605042016806723,0.02100840336134454,0.025210084033613446,0.008403361344537815,0.03361344537815126,0.01680672268907563,0.01680672268907563,0.004201680672268907,0.029411764705882353,0.025210084033613446,0.01680672268907563,0.004201680672268907,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.012605042016806723,0.01680672268907563,0.02100840336134454,0.01680672268907563,0.02100840336134454,0.012605042016806723,0.01680672268907563,0.025210084033613446,0.02100840336134454,0.02100840336134454,0.025210084033613446,0.029411764705882353,0.012605042016806723,0.012605042016806723,0.01680672268907563,0.012605042016806723,0.004201680672268907,0.02100840336134454,0.012605042016806723,0.02100840336134454,0.004201680672268907,0.004201680672268907,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.004201680672268907,0.01680672268907563,0.02100840336134454,0.012605042016806723,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.008403361344537815
synthetic_Balanced_06,240,0.037815126050420166,0.03361344537815126,0.008403361344537815,0.01680672268907563,0.029411764705882353,0.012605042016806723,0.029411764705882353,0.012605042016806723,0.008403361344537815,0.004201680672268907,0.012605042016806723,0.01680672268907563,0.02100840336134454,0.01680672268907563,0.012605042016806723,0.012605042016806723,0.025210084033613446,0.02100840336134454,0.012605042016806723,0.02100840336134454,0.01680672268907563,0.01680672268907563,0.02100840336134454,0.01680672268907563,0.02100840336134454,0.008403361344537815,0.025210084033613446,0.008403361344537815,0.0,0.02100840336134454,0.01680672268907563,0.02100840336134454,0.02100840336134454,0.01680672268907563,0.012605042016806723,0.012605042016806723,0.01680672268907563,0.02100840336134454,0.004201680672268907,0.004201680672268907,0.029411764705882353,0.02100840336134454,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.004201680672268907,0.004201680672268907,0.012605042016806723,0.008403361344537815,0.012605042016806723,0.012605042016806723,0.012605042016806723,0.01680672268907563,0.02100840336134454,0.008403361344537815,0.025210084033613446,0.004201680672268907,0.012605042016806723,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.029411764705882353,0.008403361344537815,0.012605042016806723
synthetic_Balanced_07,240,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.02100840336134454,0.012605042016806723,0.012605042016806723,0.008403361344537815,0.01680672268907563,0.03361344537815126,0.008403361344537815,0.02100840336134454,0.02100840336134454,0.03361344537815126,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.008403361344537815,0.012605042016806723,0.03361344537815126,0.02100840336134454,0.01680672268907563,0.025210084033613446,0.012605042016806723,0.02100840336134454,0.01680672268907563,0.02100840336134454,0.0,0.004201680672268907,0.004201680672268907,0.025210084033613446,0.025210084033613446,0.008403361344537815,0.02100840336134454,0.008403361344537815,0.02100840336134454,0.025210084033613446,0.02100840336134454,0.02100840336134454,0.01680672268907563,0.004201680672268907,0.008403361344537815,0.012605042016806723,0.012605042016806723,0.008403361344537815,0.01680672268907563,0.02100840336134454,0.004201680672268907,0.008403361344537815,0.025210084033613446,0.012605042016806723,0.01680672268907563,0.008403361344537815,0.025210084033613446,0.01680672268907563,0.004201680672268907,0.02100840336134454,0.01680672268907563,0.02100840336134454,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.008403361344537815,0.01680672268907563,0.012605042016806723
synthetic_Balanced_08,240,0.004201680672268907,0.0,0.012605042016806723,0.03361344537815126,0.01680672268907563,0.008403361344537815,0.004201680672268907,0.008403361344537815,0.01680672268907563,0.029411764705882353,0.008403361344537815,0.02100840336134454,0.01680672268907563,0.008403361344537815,0.01680672268907563,0.03361344537815126,0.01680672268907563,0.012605042016806723,0.012605042016806723,0.025210084033613446,0.012605042016806723,0.0,0.01680672268907563,0.004201680672268907,0.02100840336134454,0.02100840336134454,0.02100840336134454,0.0,0.0,0.012605042016806723,0.025210084033613446,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.029411764705882353,0.008403361344537815,0.01680672268907563,0.01680672268907563,0.01680672268907563,0.03361344537815126,0.012605042016806723,0.008403361344537815,0.008403361344537815,0.025210084033613446,0.012605042016806723,0.025210084033613446,0.02100840336134454,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.02100840336134454,0.008403361344537815,0.01680672268907563,0.008403361344537815,0.025210084033613446,0.008403361344537815,0.02100840336134454,0.025210084033613446,0.01680672268907563,0.02100840336134454,0.025210084033613446,0.012605042016806723,0.02100840336134454,0.008403361344537815
