sequence_id,synthetic_AT_rich_01,synthetic_AT_rich_02,synthetic_AT_rich_03,synthetic_AT_rich_04,synthetic_AT_rich_05,synthetic_AT_rich_06,synthetic_AT_rich_07,synthetic_AT_rich_08,synthetic_GC_rich_01,synthetic_GC_rich_02,synthetic_GC_rich_03,synthetic_GC_rich_04,synthetic_GC_rich_05,synthetic_GC_rich_06,synthetic_GC_rich_07,synthetic_GC_rich_08,synthetic_Balanced_01,synthetic_Balanced_02,synthetic_Balanced_03,synthetic_Balanced_04,synthetic_Balanced_05,synthetic_Balanced_06,synthetic_Balanced_07,synthetic_Balanced_08
synthetic_GC_rich_03,0.10265759926198176,0.08447942319824514,0.09478315677143312,0.08715690992432751,0.08460678932806523,0.10499146978960516,0.09767204154224632,0.1278229988391419,0.8579873572152983,0.8262240693949524,1.0,0.8817644280833524,0.8992105692470388,0.8959620819002427,0.8942396603990498,0.8906722850576106,0.5840433991375277,0.4342581653386751,0.45064077394668134,0.46249904784612605,0.6602745488875934,0.511184537891582,0.5094194460829152,0.4621672078809646
synthetic_GC_rich_04,0.05412944185899037,0.06780367351787463,0.062902990598901,0.0543209469346941,0.06200348039531081,0.07324710454970616,0.07620037391522212,0.07964779230746877,0.9155854302759593,0.9476667305593385,0.8817644280833524,1.0,0.9212441708011361,0.8842874867468143,0.9147268456028536,0.9479908921088797,0.5292680511547095,0.4488268946170978,0.44136724834096214,0.46366503497309614,0.6009161481951919,0.47276352522922377,0.47044728569689365,0.4791156905376587
synthetic_GC_rich_05,0.11042420402250742,0.09677892891032788,0.10763777593120392,0.0874172659272109,0.10558219929911046,0.12987032201285087,0.12251214677258443,0.12244008731887746,0.9224566984550542,0.9290530483695514,0.8992105692470388,0.9212441708011361,1.0,0.8806844364479733,0.9464700013475127,0.9127562501336254,0.6072983856148343,0.5181412121062742,0.48980432808129565,0.5409097469703886,0.682576355300858,0.53754714393647,0.5629264031942111,0.5493887661470747
synthetic_GC_rich_06,0.18170175574114095,0.1338143254253544,0.15447467014673935,0.1357770810129946,0.13830207117925866,0.17398445881721328,0.179428070856238,0.16610947199933546,0.9080158840352643,0.8736473134295497,0.8959620819002427,0.8842874867468143,0.8806844364479733,1.0,0.8485451329700597,0.9458279684375208,0.6947384374151985,0.5307327455210045,0.5712371788221838,0.6098736624305342,0.7376440605847625,0.6437952118667807,0.6203661072416515,0.5569002699167152
synthetic_GC_rich_07,0.09260659610426973,0.09597777908282976,0.11848206309639034,0.08997889470552457,0.09036554035262166,0.11526371642678453,0.10449871943513855,0.1195827827436756,0.8752362428970979,0.8887899672722803,0.8942396603990498,0.9147268456028536,0.9464700013475127,0.8485451329700597,1.0,0.8932299311608985,0.5455906088897928,0.48609727398918584,0.4335440072114196,0.4652831154159043,0.6560267903577854,0.5014342848294079,0.496011092250067,0.5260964534065136
synthetic_GC_rich_08,0.08425572306635914,0.0828234441909729,0.0895854273219187,0.06990456168084155,0.07402919549706295,0.09565389579861064,0.10140200378299226,0.09998110176681582,0.9249067303564037,0.9149156424653422,0.8906722850576106,0.9479908921088797,0.9127562501336254,0.9458279684375208,0.8932299311608985,1.0,0.6167696309415707,0.4898483346957122,0.5226704517139863,0.5421679365276798,0.6888663303769375,0.5601036864804553,0.5514787669813361,0.519243018920055
synthetic_Balanced_01,0.52075170960578,0.44987983456669883,0.5154679527035271,0.4870122442709371,0.46341903627206993,0.5436273781341253,0.4916806465975418,0.4843327258201858,0.6449362327577749,0.5729832901418338,0.5840433991375277,0.5292680511547095,0.6072983856148343,0.6947384374151985,0.5455906088897928,0.6167696309415707,1.0,0.7579325800877538,0.7748665434096246,0.7991912367006484,0.8657033232518098,0.8850145483271737,0.7732801002803814,0.7418647776766166
synthetic_Balanced_02,0.5731386128439135,0.4708014431302515,0.5443367032128125,0.5170594165432173,0.5046856296532934,0.5585588011299358,0.5369590562567654,0.522075770721124,0.48492640326455017,0.48050435533967906,0.4342581653386751,0.4488268946170978,0.5181412121062742,0.5307327455210045,0.48609727398918584,0.4898483346957122,0.7579325800877538,1.0,0.7173313567642278,0.7562910082050041,0.8070443831082552,0.7389770848328301,0.743109292072437,0.8217566106936397
synthetic_Balanced_03,0.5760696413511581,0.4774627257782577,0.5185129922788659,0.5059399714411876,0.46734448579672566,0.5525849994664914,0.4924232585345143,0.5202588852463711,0.5579752045679014,0.5001890242703155,0.45064077394668134,0.44136724834096214,0.48980432808129565,0.5712371788221838,0.4335440072114196,0.5226704517139863,0.7748665434096246,0.7173313567642278,1.0,0.7617716550886273,0.7875102453307133,0.7442098699316474,0.8021913764816266,0.7259100152452845
synthetic_Balanced_04,0.5125175315688554,0.4293212951350618,0.4978260415783886,0.4709335588567701,0.4285676946657652,0.5161610927932885,0.46649183110592857,0.4899521554458655,0.6170903277405506,0.5581908376950778,0.46249904784612605,0.46366503497309614,0.5409097469703886,0.6098736624305342,0.4652831154159043,0.5421679365276798,0.7991912367006484,0.7562910082050041,0.7617716550886273,1.0,0.8039196627284014,0.811450846990532,0.7775592854972774,0.7614448420536478
synthetic_Balanced_05,0.5240508945704505,0.42418627893350364,0.49889726562037584,0.49759217621660556,0.4621950232511018,0.520567549184561,0.46971173567892593,0.47803681407652193,0.7093091082826469,0.6474332882671641,0.6602745488875934,0.6009161481951919,0.682576355300858,0.7376440605847625,0.6560267903577854,0.6888663303769375,0.8657033232518098,0.8070443831082552,0.7875102453307133,0.8039196627284014,1.0,0.8375901291804679,0.8644703143592424,0.7990515869487501
synthetic_Balanced_06,0.5914745712397528,0.5179071974147316,0.5579833122866693,0.555520169393208,0.5115734044912399,0.6074691263017413,0.5952433697421601,0.5315284776213994,0.5614755918382927,0.5116748273522554,0.511184537891582,0.47276352522922377,0.53754714393647,0.6437952118667807,0.5014342848294079,0.5601036864804553,0.8850145483271737,0.7389770848328301,0.7442098699316474,0.811450846990532,0.8375901291804679,1.0,0.7982148029461025,0.7219664266678346
synthetic_Balanced_07,0.6447860791627832,0.5134980333030139,0.5807940059211971,0.5707427086776556,0.5402160293806166,0.597985573352893,0.5593371816562839,0.5817198305576458,0.5894827985968724,0.5582137879099696,0.5094194460829152,0.47044728569689365,0.5629264031942111,0.6203661072416515,0.496011092250067,0.5514787669813361,0.7732801002803814,0.743109292072437,0.8021913764816266,0.7775592854972774,0.8644703143592424,0.7982148029461025,1.0,0.807712047000476
synthetic_Balanced_08,0.6112771869250785,0.504557429589178,0.5663135377876702,0.5607311856563808,0.5393762759147485,0.5830660122704111,0.5299005192869933,0.5690705315172012,0.5357100346703535,0.5121799874805051,0.4621672078809646,0.4791156905376587,0.5493887661470747,0.5569002699167152,0.5260964534065136,0.519243018920055,0.7418647776766166,0.8217566106936397,0.7259100152452845,0.7614448420536478,0.7990515869487501,0.7219664266678346,0.807712047000476,1.0
